,0,1,2,3
"[6.0, 6.0, 54.0, 54.0]",0.0,1.6141398147518735e-08,-0.01,0.0
"[6.0, 66.0, 54.0, 114.0]",0.0,0.0,2.1144924418907e-07,0.0
"[6.0, 126.0, 54.0, 174.0]",0.0,0.0,4.475947302278913e-15,0.0
hell,0.0,0.0,0.0,0.0
"[66.0, 66.0, 114.0, 114.0]",-0.01,2.467755410530459e-06,0.0,0.0
"[126.0, 66.0, 174.0, 114.0]",-0.01,0.0,0.0,0.0
"[66.0, 126.0, 114.0, 174.0]",0.0,0.0,2.5366730273607374e-05,0.0
"[126.0, 126.0, 174.0, 174.0]",0.0,0.0,0.00022640669260330567,0.0
"[186.0, 126.0, 234.0, 174.0]",0.0,0.0,0.0017227856678320298,0.0
"[246.0, 126.0, 294.0, 174.0]",0.0,0.0,0.010909562037288307,0.0
"[306.0, 126.0, 354.0, 174.0]",0.05562580700818527,0.0,0.0,0.0
"[366.0, 126.0, 414.0, 174.0]",0.0,0.0,0.0,0.0
"[366.0, 66.0, 414.0, 114.0]",0.6112160819257731,0.0,0.0,0.0
terminal,0.0,0.0,0.0,0.0
"[66.0, 186.0, 114.0, 234.0]",0.0,0.0,1.8988386930000007e-16,0.0
"[126.0, 186.0, 174.0, 234.0]",1.0528975065585297e-12,0.0,0.0,0.0
"[6.0, 186.0, 54.0, 234.0]",0.0,0.0,0.0,0.0
"[186.0, 186.0, 234.0, 234.0]",0.0,0.0,0.0,0.0
"[246.0, 186.0, 294.0, 234.0]",0.0,0.0,0.0,0.0
"[186.0, 66.0, 234.0, 114.0]",-0.01,0.0,0.0,0.0
"[306.0, 186.0, 354.0, 234.0]",7.290000000000002e-09,0.0,0.0,0.0
"[366.0, 186.0, 414.0, 234.0]",0.0,0.0,0.0,0.0
"[306.0, 66.0, 354.0, 114.0]",-0.01,0.0,0.21786094374249243,0.0
"[246.0, 66.0, 294.0, 114.0]",-0.01,0.0,1.18296256005e-05,0.0
